"animal_id","bin_timestamp","record_type","X","Y","utmZone"
16176001,"2014-06-09 16:59:17","detection",368458.604773279,4637853.41611188,17
16176001,"2014-06-09 16:59:17","detection",371048.641355961,4640988.12365761,17
16176001,"2014-06-09 16:59:17","detection",371707.84664137,4641795.88200482,17
16176001,"2014-06-09 16:59:17","detection",372378.095113631,4642580.17400741,17
16176001,"2014-06-09 19:59:17","interpolated",370381.163519475,4640234.06139055,17
16176001,"2014-06-09 22:59:17","interpolated",370344.457135687,4640193.03801992,17
16176001,"2014-06-10 01:59:17","interpolated",370307.750335239,4640152.01483169,17
16176001,"2014-06-10 04:59:17","interpolated",370271.043118125,4640110.99182584,17
16176001,"2014-06-10 07:59:17","interpolated",370234.335484365,4640069.96900237,17
16176001,"2014-06-10 10:59:17","interpolated",370197.627433956,4640028.94636129,17
16176001,"2014-06-10 13:59:17","interpolated",370160.918966894,4639987.92390259,17
16176001,"2014-06-10 16:59:17","interpolated",370124.210083197,4639946.90162628,17
16176001,"2014-06-10 19:59:17","interpolated",370087.500782865,4639905.87953235,17
16176001,"2014-06-10 22:59:17","interpolated",370050.7910659,4639864.8576208,17
16176001,"2014-06-11 01:59:17","interpolated",370016.703346529,4639821.65121356,17
16176001,"2014-06-11 04:59:17","interpolated",369982.956408367,4639778.16072759,17
16176001,"2014-06-11 07:59:17","interpolated",369949.209067276,4639734.67039522,17
16176001,"2014-06-11 10:59:17","interpolated",369915.461323259,4639691.18021645,17
16176001,"2014-06-11 13:59:17","interpolated",369881.713176324,4639647.69019127,17
16176001,"2014-06-11 16:59:17","interpolated",369847.964626473,4639604.20031969,17
16176001,"2014-06-11 19:59:17","interpolated",369814.215673711,4639560.7106017,17
16176001,"2014-06-11 22:59:17","interpolated",369780.466318042,4639517.22103731,17
16176001,"2014-06-12 01:59:17","interpolated",369746.716559471,4639473.73162651,17
16176001,"2014-06-12 04:59:17","interpolated",369712.966398002,4639430.24236931,17
16176001,"2014-06-12 07:59:17","interpolated",369679.215833638,4639386.75326569,17
16176001,"2014-06-12 10:59:17","interpolated",369645.464866386,4639343.26431567,17
16176001,"2014-06-12 13:59:17","interpolated",369611.799729979,4639299.70965107,17
16176001,"2014-06-12 16:59:17","interpolated",369578.341171921,4639255.99704012,17
16176001,"2014-06-12 19:59:17","interpolated",369544.882212748,4639212.28458004,17
16176001,"2014-06-12 22:59:17","interpolated",369511.422852451,4639168.57227085,17
16176001,"2014-06-13 01:59:17","interpolated",369477.963091048,4639124.86011253,17
16176001,"2014-06-13 04:59:17","interpolated",369444.502928528,4639081.1481051,17
16176001,"2014-06-13 07:59:17","interpolated",369411.042364911,4639037.43624855,17
16176001,"2014-06-13 10:59:17","interpolated",369377.581400187,4638993.72454286,17
16176001,"2014-06-13 13:59:17","interpolated",369344.120034373,4638950.01298806,17
16176001,"2014-06-13 16:59:17","interpolated",369310.65826746,4638906.30158413,17
16176001,"2014-06-13 19:59:17","interpolated",369277.196099469,4638862.59033108,17
16176001,"2014-06-13 22:59:17","interpolated",369243.733530385,4638818.87922889,17
16176001,"2014-06-14 01:59:17","interpolated",369210.270560233,4638775.16827758,17
16176001,"2014-06-14 04:59:17","interpolated",369176.807188998,4638731.45747714,17
16176001,"2014-06-14 07:59:17","detection",369139.532239416,4638682.76867982,17
16176001,"2014-06-14 07:59:17","detection",368458.604773279,4637853.41611188,17
16176001,"2014-06-14 07:59:17","detection",367791.644563488,4637069.40235052,17
16176001,"2014-06-14 07:59:17","detection",369793.975335622,4639433.80683889,17
16176001,"2014-06-14 07:59:17","detection",366446.847858619,4635387.34855416,17
16176001,"2014-06-14 07:59:17","detection",370381.986009602,4640234.98062002,17
16176001,"2014-06-14 10:59:17","detection",369139.532239416,4638682.76867982,17
16176001,"2014-06-14 10:59:17","detection",369793.975335622,4639433.80683889,17
16176001,"2014-06-14 10:59:17","detection",368458.604773279,4637853.41611188,17
16176001,"2014-06-14 10:59:17","detection",370381.986009602,4640234.98062002,17
16176001,"2014-06-14 10:59:17","detection",371048.641355961,4640988.12365761,17
28647002,"2015-04-19 23:40:42","detection",319537.015411578,4661411.78251247,17
